fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2014,1,426,5,0,9999,CENTRALIA CORRECTIONAL CTR,797.87,rev IOC 15.09.28,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2015,1,426,5,0,9999,CENTRALIA CORRECTIONAL CTR,2231.71,rev ioc 16.01.07,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2016,1,426,5,0,9999,CENTRALIA CORRECTIONAL CTR,857.62,rev ioc 16.08.04,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2017,1,426,5,0,9999,CENTRALIA CORRECTIONAL CTR,691.03,rev ioc 17.11.29,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2018,1,426,5,0,9999,CENTRALIA CORRECTIONAL CTR,983.56,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2019,1,426,5,0,9999,CENTRALIA CORRECTIONAL CTR,986.38,rev ioc 12.11.2019,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2020,1,426,5,0,9999,CENTRALIA CORRECTIONAL CTR,611.52,rev ioc 03.11.2020,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2021,1,426,5,NA,NA,CENTRALIA CORRECTIONAL CTR,460.23,NA,GENERAL REVENUE,CORRECTIONS,A,GENERAL FUNDS,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
2022,1,426,5,NA,NA,CENTRALIA CORRECTIONAL CTR,574.38,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CENTRALIA CORRECTIONAL CTR,36,.,NA,NA,NA
1998,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,1725.51,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
1999,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,620.95,rev_IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2000,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,894.35,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2001,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,1298.48,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2002,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,1021.41,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2003,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,3048.01,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2004,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,1260.21,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2005,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,1673.2,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2006,1,426,6,0,.,DWIGHT CORRECTIONAL CENTER,2075.76,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2007,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,1085.46,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2008,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,1555.85,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2009,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,2387,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2010,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,3933.72,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2011,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,625.2,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2012,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,384.68,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2013,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,364.85,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2014,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,1893.46,rev IOC 15.09.28,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
2015,1,426,6,0,9999,DWIGHT CORRECTIONAL CENTER,225,rev ioc 16.01.07,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,DWIGHT CORRECTIONAL CENTER,36,.,NA,NA,NA
1998,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,2731.96,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
1999,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,452.44,rev_IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2000,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,805.86,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2001,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,257.1,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2002,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,2818.66,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2003,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,2184.64,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2004,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,11833.55,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2005,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,405.43,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2006,1,426,7,0,.,JACKSONVILLE CORRECTION CTR,515.52,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2007,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,421.22,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2008,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,456.49,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2009,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,522.5,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2010,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,321.31,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2011,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,1425.52,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2012,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,326.96,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2013,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,460.22,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2014,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,519.78,rev IOC 15.09.28,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2015,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,1019.79,rev ioc 16.01.07,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2016,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,836.92,rev ioc 16.08.04,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2017,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,1946.7,rev ioc 17.11.29,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2018,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,394.55,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2019,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,22.59,rev ioc 12.11.2019,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2020,1,426,7,0,9999,JACKSONVILLE CORRECTION CTR,199.74,rev ioc 03.11.2020,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2021,1,426,7,NA,NA,JACKSONVILLE CORRECTION CTR,691.42,NA,GENERAL REVENUE,CORRECTIONS,A,GENERAL FUNDS,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
2022,1,426,7,NA,NA,JACKSONVILLE CORRECTION CTR,1422.06,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JACKSONVILLE CORRECTION CTR,36,.,NA,NA,NA
1998,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,1349.16,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
1999,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,496.79,rev_IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2000,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,360.55,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2001,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,1212.29,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2002,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,304.2,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2003,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,98.01,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2004,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,144.06,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2005,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,1920.3,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2006,1,426,8,0,.,E.ST.LOUIS CORRECTIONAL CTR,42.77,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2007,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,168.5,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2009,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,537.91,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2010,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,177.5,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2011,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,210.12,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2012,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,1511.22,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2013,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,176.64,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2014,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,632.18,rev IOC 15.09.28,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2015,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,780.7,rev ioc 16.01.07,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2016,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,587,rev ioc 16.08.04,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2017,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,1019.56,rev ioc 17.11.29,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2018,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,1494.56,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2019,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,1743.18,rev ioc 12.11.2019,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2020,1,426,8,0,9999,SOUTHWESTERN IL CORRECT CENTER,78.3,rev ioc 03.11.2020,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2021,1,426,8,NA,NA,SOUTHWESTERN IL CORRECT CENTER,20,NA,GENERAL REVENUE,CORRECTIONS,A,GENERAL FUNDS,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
2022,1,426,8,NA,NA,SOUTHWESTERN IL CORRECT CENTER,25.68,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,SOUTHWESTERN IL CORRECT CENTER,36,.,NA,NA,NA
1998,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,2041.06,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
1999,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,1408.79,rev_IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2000,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,2440.44,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2001,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,1626,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2002,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,1675.62,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2003,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,931.49,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2004,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,548.12,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2005,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,925.43,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2006,1,426,9,0,.,GRAHAM CORRECTIONAL CENTER,1958.85,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2007,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,520.12,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2008,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,648.35,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2009,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,624.74,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2010,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,972.77,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2011,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,536.89,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2012,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,1752.22,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2013,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,2230.35,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2014,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,1798.04,rev IOC 15.09.28,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2015,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,3122.35,rev ioc 16.01.07,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2016,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,1885.62,rev ioc 16.08.04,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2017,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,1323.12,rev ioc 17.11.29,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2018,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,1963.63,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2019,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,1905.05,rev ioc 12.11.2019,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2020,1,426,9,0,9999,GRAHAM CORRECTIONAL CENTER,5013.63,rev ioc 03.11.2020,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2021,1,426,9,NA,NA,GRAHAM CORRECTIONAL CENTER,3969.44,NA,GENERAL REVENUE,CORRECTIONS,A,GENERAL FUNDS,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
2022,1,426,9,NA,NA,GRAHAM CORRECTIONAL CENTER,4142.05,NA,GENERAL REVENUE,CORRECTIONS,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,GRAHAM CORRECTIONAL CENTER,36,.,NA,NA,NA
1998,1,426,10,0,.,JOLIET CORRECTIONAL CENTER,5582.02,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JOLIET CORRECTIONAL CENTER,36,.,NA,NA,NA
1999,1,426,10,0,.,JOLIET CORRECTIONAL CENTER,6549.45,rev_IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JOLIET CORRECTIONAL CENTER,36,.,NA,NA,NA
2000,1,426,10,0,.,JOLIET CORRECTIONAL CENTER,4663.56,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,JOLIET CORRECTIONAL CENTER,36,.,NA,NA,NA
